id_dosen,hari,id_sesi,keterangan,id_ruangan
22,Jumat,9,Mengajar Teknologi Nirkabel di LAB.MULTIMEDIA,7
22,Jumat,10,Mengajar Teknologi Nirkabel di LAB.MULTIMEDIA,7
23,Senin,1,Mengajar Proyek Aplikasi Dasar kelas TRPL-2E di G7.09,
23,Senin,2,Mengajar Proyek Aplikasi Dasar kelas TRPL-2E di G7.09,
23,Senin,3,Mengajar Proyek Aplikasi Dasar kelas TRPL-2E di G7.09,
23,Senin,4,Mengajar Proyek Aplikasi Dasar kelas TRPL-2E di G7.09,
23,Selasa,1,Mengajar Keamanan Perangkat Lunak kelas TRPL-2A di G7.04,
23,Selasa,2,Mengajar Keamanan Perangkat Lunak kelas TRPL-2A di G7.04,
23,Selasa,3,Mengajar Keamanan Perangkat Lunak kelas TRPL-2B di G7.04,
23,Selasa,4,Mengajar Keamanan Perangkat Lunak kelas TRPL-2B di G7.04,
23,Kamis,1,Mengajar Keamanan Perangkat Lunak kelas TRPL-2C di G7.05,
23,Kamis,2,Mengajar Keamanan Perangkat Lunak kelas TRPL-2C di G7.05,
23,Kamis,3,Mengajar Keamanan Perangkat Lunak kelas TRPL-2D di G7.05,
23,Kamis,4,Mengajar Keamanan Perangkat Lunak kelas TRPL-2D di G7.05,
24,Senin,6,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2A di G7.07,
24,Senin,7,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2A di G7.07,
24,Senin,8,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2A di G7.07,
24,Senin,9,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2A di G7.07,
24,Senin,10,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2A di G7.07,
24,Selasa,1,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2C di G7.07,
24,Selasa,2,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2C di G7.07,
24,Selasa,3,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2C di G7.07,
24,Selasa,4,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2C di G7.07,
24,Selasa,5,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2C di G7.07,
24,Rabu,6,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2D di G7.07,
24,Rabu,7,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2D di G7.07,
24,Rabu,8,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2D di G7.07,
24,Rabu,9,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2D di G7.07,
24,Rabu,10,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2D di G7.07,
24,Kamis,6,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2E di G7.07,
24,Kamis,7,Mengajar Analisis dan Desain Perangkat Lunak kelas TRPL-2E di G7.07,
24,Kamis,8,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2E di G7.07,
24,Kamis,9,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2E di G7.07,
24,Kamis,10,Mengajar Praktikum Desain Perangkat Lunak kelas TRPL-2E di G7.07,
25,Senin,1,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,2,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,3,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,4,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,5,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,6,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,7,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,8,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,9,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Senin,10,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Selasa,1,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Selasa,2,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Selasa,3,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Selasa,4,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Selasa,5,Mengajar Studi kelayakan kelas BSD di G7.02,
25,Kamis,9,Mengajar Studi kelayakan kelas BSD di G7.04,
25,Kamis,10,Mengajar Studi kelayakan kelas BSD di G7.04,
26,Rabu,1,Mengajar Pengolahan Sinyal dan Citra Digital kelas TRK-2A di LAB. PROGRAM 1,3
26,Rabu,2,Mengajar Pengolahan Sinyal dan Citra Digital kelas TRK-2A di LAB. PROGRAM 1,3
26,Rabu,3,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2A di LAB. PROGRAM 1,3
26,Rabu,4,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2A di LAB. PROGRAM 1,3
26,Rabu,5,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2A di LAB. PROGRAM 1,3
26,Rabu,6,Mengajar Pengolahan Sinyal dan Citra Digital kelas TRK-2B di LAB. PROGRAM 1,3
26,Rabu,7,Mengajar Pengolahan Sinyal dan Citra Digital kelas TRK-2B di LAB. PROGRAM 1,3
26,Rabu,8,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2B di LAB. PROGRAM 1,3
26,Rabu,9,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2B di LAB. PROGRAM 1,3
26,Rabu,10,Mengajar Praktikum Pengolahan Sinyal dan Citra Digital kelas TRK-2B di LAB. PROGRAM 1,3
26,Jumat,1,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.07,
26,Jumat,2,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.07,
26,Jumat,3,Mengajar Praktikum Desain dan Analisa Sistem Informasi kelas BSD-2C di G7.07,
26,Jumat,4,Mengajar Praktikum Desain dan Analisa Sistem Informasi kelas BSD-2C di G7.07,
26,Jumat,5,Mengajar Praktikum Desain dan Analisa Sistem Informasi kelas BSD-2C di G7.07,
27,Rabu,6,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1C di LAB. PROGRAM 2,4
27,Rabu,7,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1C di LAB. PROGRAM 2,4
27,Rabu,8,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1C di LAB. PROGRAM 2,4
27,Rabu,9,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1C di LAB. PROGRAM 2,4
27,Rabu,10,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1C di LAB. PROGRAM 2,4
27,Kamis,1,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1A di LAB. PROGRAM 1,3
27,Kamis,2,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1A di LAB. PROGRAM 1,3
27,Kamis,3,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1A di LAB. PROGRAM 1,3
27,Kamis,4,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1A di LAB. PROGRAM 1,3
27,Kamis,5,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1A di LAB. PROGRAM 1,3
27,Kamis,6,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1B di LAB. PROGRAM 1,3
27,Kamis,7,Mengajar Pemrograman Berorientasi Objek kelas TRPL-1B di LAB. PROGRAM 1,3
27,Kamis,8,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1B di LAB. PROGRAM 1,3
27,Kamis,9,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1B di LAB. PROGRAM 1,3
27,Kamis,10,Mengajar Praktikum Pemrograman Berorientasi Objek kelas TRPL-1B di LAB. PROGRAM 1,3
28,Senin,6,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7.04,
28,Senin,7,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7.04,
28,Senin,8,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2B di G7.04,
28,Senin,9,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2B di G7.04,
28,Senin,10,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2B di G7.04,
28,Selasa,1,Mengajar Sistem Terdistribusi kelas TRPL-2E di G7.06,
28,Selasa,2,Mengajar Sistem Terdistribusi kelas TRPL-2E di G7.06,
28,Selasa,3,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2E di G7.06,
28,Selasa,4,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2E di G7.06,
28,Selasa,5,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2E di G7.06,
28,Selasa,6,Mengajar Sistem Terdistribusi kelas TRPL-2A di G7.06,
28,Selasa,7,Mengajar Sistem Terdistribusi kelas TRPL-2A di G7.06,
28,Selasa,8,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2A di G7.06,
28,Selasa,9,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2A di G7.06,
28,Selasa,10,Mengajar Praktikum Sistem Terdistribusi kelas TRPL-2A di G7.06,
28,Kamis,1,Mengajar Keamanan Perangkat Lunak kelas TRPL-2E di G7.04,
28,Kamis,2,Mengajar Keamanan Perangkat Lunak kelas TRPL-2E di G7.04,
29,Selasa,1,Mengajar Algoritma & Struktur Data kelas TRK-1B di LAB. PROGRAM 2,4
29,Selasa,2,Mengajar Algoritma & Struktur Data kelas TRK-1B di LAB. PROGRAM 2,4
29,Selasa,3,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1B di LAB. PROGRAM 2,4
29,Selasa,4,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1B di LAB. PROGRAM 2,4
29,Selasa,5,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1B di LAB. PROGRAM 2,4
29,Selasa,6,Mengajar Algoritma & Struktur Data kelas TRK-1A di LAB. PROGRAM 2,4
29,Selasa,7,Mengajar Algoritma & Struktur Data kelas TRK-1A di LAB. PROGRAM 2,4
29,Selasa,8,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1A di LAB. PROGRAM 2,4
29,Selasa,9,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1A di LAB. PROGRAM 2,4
29,Selasa,10,Mengajar Praktikum Algoritma & Struktur Data kelas TRK-1A di LAB. PROGRAM 2,4
29,Kamis,1,Mengajar Machine Learning kelas TRK-2B di LAB. DESIGN,6
29,Kamis,2,Mengajar Machine Learning kelas TRK-2B di LAB. DESIGN,6
29,Kamis,3,Mengajar Praktikum Machine Learning kelas TRK-2B di LAB. DESIGN,6
29,Kamis,4,Mengajar Praktikum Machine Learning kelas TRK-2B di LAB. DESIGN,6
29,Kamis,5,Mengajar Praktikum Machine Learning kelas TRK-2B di LAB. DESIGN,6
29,Jumat,6,Mengajar Machine Learning kelas TRK-2A di LAB. TUK,8
29,Jumat,7,Mengajar Machine Learning kelas TRK-2A di LAB. TUK,8
29,Jumat,8,Mengajar Praktikum Machine Learning kelas TRK-2A di LAB. TUK,8
29,Jumat,9,Mengajar Praktikum Machine Learning kelas TRK-2A di LAB. TUK,8
29,Jumat,10,Mengajar Praktikum Machine Learning kelas TRK-2A di LAB. TUK,8
30,Selasa,6,Mengajar Manajemen operasional kelas BSD di G7.10,
30,Selasa,7,Mengajar Manajemen operasional kelas BSD di G7.10,
30,Rabu,1,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,2,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,3,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,4,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,5,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,6,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,7,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,8,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Rabu,9,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
30,Kamis,1,Mengajar Manajemen SDM keas BSD di G7,
30,Kamis,2,Mengajar Manajemen SDM keas BSD di G7,
30,Kamis,3,Mengajar Manajemen SDM keas BSD di G7,
30,Kamis,4,Mengajar Manajemen SDM keas BSD di G7,
30,Kamis,6,Mengajar Manajemen SDM keas BSD di G7,
30,Kamis,7,Mengajar Manajemen SDM keas BSD di G7,
31,Senin,1,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7,
31,Senin,2,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7,
31,Senin,3,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7,
31,Senin,4,Mengajar Sistem Terdistribusi kelas TRPL-2B di G7,
31,Rabu,1,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,2,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,3,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,4,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,6,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,7,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,8,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
31,Rabu,9,Mengajar Desain dan analisa sistem informasi kelas BSD-2C di G7.04,
