"id","dosen_id","hari","sesi_ujian_id","ruangan_id","keterangan","created_at","updated_at"
"339","17","Rabu","5",NULL,"Mengajar Sistem Pendukung Keputusan di G7.05","2026-04-29 16:36:56","2026-04-29 16:36:56"
"340","17","Rabu","6",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.09","2026-04-29 16:38:36","2026-04-29 16:38:36"
"341","17","Rabu","7",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.09","2026-04-29 16:38:36","2026-04-29 16:38:36"
"342","17","Kamis","1",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:39:21","2026-04-29 16:39:21"
"343","17","Kamis","2",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:39:21","2026-04-29 16:39:21"
"344","17","Kamis","6",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.02","2026-04-29 16:40:13","2026-04-29 16:40:13"
"345","17","Kamis","7",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.02","2026-04-29 16:40:13","2026-04-29 16:40:13"
"346","17","Kamis","8",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.02","2026-04-29 16:40:13","2026-04-29 16:40:13"
"347","17","Kamis","9",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.02","2026-04-29 16:40:13","2026-04-29 16:40:13"
"348","17","Jumat","1",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:41:12","2026-04-29 16:41:12"
"349","17","Jumat","2",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:41:12","2026-04-29 16:41:12"
"350","17","Jumat","3",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:41:12","2026-04-29 16:41:12"
"351","17","Jumat","4",NULL,"Mengajar Tata Tulis Karya Ilmiah di G7.10","2026-04-29 16:41:12","2026-04-29 16:41:12"
"352","18","Senin","6","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:42:58","2026-04-29 16:42:58"
"353","18","Senin","7","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:42:58","2026-04-29 16:42:58"
"354","18","Senin","8","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:42:58","2026-04-29 16:42:58"
"355","18","Senin","9","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:42:58","2026-04-29 16:42:58"
"356","18","Senin","10","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:42:58","2026-04-29 16:42:58"
"357","18","Selasa","6","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:43:44","2026-04-29 16:43:44"
"358","18","Selasa","7","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:43:44","2026-04-29 16:43:44"
"359","18","Selasa","8","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:43:44","2026-04-29 16:43:44"
"360","18","Selasa","9","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:43:44","2026-04-29 16:43:44"
"361","18","Selasa","10","5","Mengajar Pemrograman Perangkat Bergerak","2026-04-29 16:43:44","2026-04-29 16:43:44"
"362","18","Rabu","6","5","Mengajar Interoperabilitas","2026-04-29 16:44:15","2026-04-29 16:44:15"
"363","18","Rabu","7","5","Mengajar Interoperabilitas","2026-04-29 16:44:15","2026-04-29 16:44:15"
"364","18","Rabu","8","5","Mengajar Interoperabilitas","2026-04-29 16:44:15","2026-04-29 16:44:15"
"365","18","Rabu","9","5","Mengajar Interoperabilitas","2026-04-29 16:44:15","2026-04-29 16:44:15"
"366","18","Rabu","10","5","Mengajar Interoperabilitas","2026-04-29 16:44:15","2026-04-29 16:44:15"
"367","18","Kamis","6","5","Mengajar Interoperabilitas","2026-04-29 16:45:28","2026-04-29 16:45:28"
"368","18","Kamis","7","5","Mengajar Interoperabilitas","2026-04-29 16:45:28","2026-04-29 16:45:28"
"369","18","Kamis","8","5","Mengajar Interoperabilitas","2026-04-29 16:45:28","2026-04-29 16:45:28"
"370","18","Kamis","9","5","Mengajar Interoperabilitas","2026-04-29 16:45:28","2026-04-29 16:45:28"
"371","18","Kamis","10","5","Mengajar Interoperabilitas","2026-04-29 16:45:28","2026-04-29 16:45:28"
"372","18","Jumat","1","5","Mengajar Interoperabilitas","2026-04-29 16:46:18","2026-04-29 16:46:18"
"373","18","Jumat","2","5","Mengajar Interoperabilitas","2026-04-29 16:46:18","2026-04-29 16:46:18"
"374","18","Jumat","3","5","Mengajar Interoperabilitas","2026-04-29 16:46:18","2026-04-29 16:46:18"
"375","18","Jumat","4","5","Mengajar Interoperabilitas","2026-04-29 16:46:18","2026-04-29 16:46:18"
"376","18","Jumat","5","5","Mengajar Interoperabilitas","2026-04-29 16:46:18","2026-04-29 16:46:18"
"377","18","Jumat","6",NULL,"Mengajar Pemrograman Web Lanjut di G7.06","2026-04-29 16:46:52","2026-04-29 16:46:52"
"378","18","Jumat","7",NULL,"Mengajar Pemrograman Web Lanjut di G7.06","2026-04-29 16:46:52","2026-04-29 16:46:52"
"379","18","Jumat","8",NULL,"Mengajar Pemrograman Web Lanjut di G7.06","2026-04-29 16:46:52","2026-04-29 16:46:52"
"380","18","Jumat","9",NULL,"Mengajar Pemrograman Web Lanjut di G7.06","2026-04-29 16:46:52","2026-04-29 16:46:52"
"381","18","Jumat","10",NULL,"Mengajar Pemrograman Web Lanjut di G7.06","2026-04-29 16:46:52","2026-04-29 16:46:52"
"382","19","Senin","1","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"383","19","Senin","2","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"384","19","Senin","3","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"385","19","Senin","4","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"386","19","Senin","5","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"387","19","Senin","6","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"388","19","Senin","7","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"389","19","Senin","8","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"390","19","Senin","9","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"391","19","Senin","10","3","Mengajar Pengantar Pemprograman Dasar dan Matematika diskrit","2026-04-29 16:47:59","2026-04-29 16:47:59"
"392","19","Selasa","1","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"393","19","Selasa","2","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"394","19","Selasa","3","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"395","19","Selasa","4","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"396","19","Selasa","5","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"397","19","Selasa","6","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"398","19","Selasa","7","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"399","19","Selasa","8","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"400","19","Selasa","9","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"401","19","Selasa","10","3","Mengajar Matematika diskrit","2026-04-29 16:48:52","2026-04-29 16:48:52"
"402","19","Rabu","1","7","Mengajar Statistika","2026-04-29 16:50:03","2026-04-29 16:50:03"
"403","19","Rabu","2","7","Mengajar Statistika","2026-04-29 16:50:03","2026-04-29 16:50:03"
"404","19","Rabu","3","7","Mengajar Statistika","2026-04-29 16:50:03","2026-04-29 16:50:03"
"405","19","Rabu","4","7","Mengajar Statistika","2026-04-29 16:50:03","2026-04-29 16:50:03"
"406","19","Kamis","1",NULL,"Mengajar Statistika probabilitas","2026-04-29 16:50:44","2026-04-29 16:50:44"
"407","19","Kamis","2",NULL,"Mengajar Statistika probabilitas","2026-04-29 16:50:44","2026-04-29 16:50:44"
"408","19","Kamis","3",NULL,"Mengajar Statistika probabilitas","2026-04-29 16:50:44","2026-04-29 16:50:44"
"409","19","Kamis","4",NULL,"Mengajar Statistika probabilitas","2026-04-29 16:50:44","2026-04-29 16:50:44"
"410","20","Senin","1",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"411","20","Senin","2",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"412","20","Senin","3",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"413","20","Senin","4",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"414","20","Senin","5",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"415","20","Senin","6",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"416","20","Senin","7",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"417","20","Senin","8",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"418","20","Senin","9",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"419","20","Senin","10",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:53:26","2026-04-29 16:53:26"
"420","20","Selasa","1",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"421","20","Selasa","2",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"422","20","Selasa","3",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"423","20","Selasa","4",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"424","20","Selasa","5",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"425","20","Selasa","6",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"426","20","Selasa","7",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"427","20","Selasa","8",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"428","20","Selasa","9",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"429","20","Selasa","10",NULL,"Mengajar Ecommerce di G7.09","2026-04-29 16:55:00","2026-04-29 16:55:00"
"430","20","Rabu","6",NULL,"Mengajar Promosi dan periklanan di G7.10","2026-04-29 16:56:11","2026-04-29 16:56:11"
"431","20","Rabu","7",NULL,"Mengajar Promosi dan periklanan di G7.10","2026-04-29 16:56:11","2026-04-29 16:56:11"
"432","20","Rabu","8",NULL,"Mengajar Promosi dan periklanan di G7.10","2026-04-29 16:56:11","2026-04-29 16:56:11"
"433","20","Rabu","9",NULL,"Mengajar Promosi dan periklanan di G7.10","2026-04-29 16:56:11","2026-04-29 16:56:11"
"434","20","Rabu","10",NULL,"Mengajar Promosi dan periklanan di G7.10","2026-04-29 16:56:11","2026-04-29 16:56:11"
"435","20","Kamis","3",NULL,"Mengajar pengantar ilmu manajemen di G7.08","2026-04-29 16:56:52","2026-04-29 16:56:52"
"436","20","Kamis","4",NULL,"Mengajar pengantar ilmu manajemen di G7.08","2026-04-29 16:56:52","2026-04-29 16:56:52"
"437","20","Kamis","8",NULL,"Mengajar Statistika probabilitas di G7.05","2026-04-29 16:57:42","2026-04-29 16:57:42"
"438","20","Kamis","9",NULL,"Mengajar Statistika probabilitas di G7.05","2026-04-29 16:57:42","2026-04-29 16:57:42"
"439","21","Senin","4",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G6.05","2026-04-29 16:58:59","2026-04-29 16:58:59"
"440","21","Senin","5",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G6.05","2026-04-29 16:58:59","2026-04-29 16:58:59"
"441","21","Selasa","1","2","Mengajar Metode dan Model Pengembangan Perangkat Lunak","2026-04-29 16:59:41","2026-04-29 16:59:41"
"442","21","Selasa","2","2","Mengajar Metode dan Model Pengembangan Perangkat Lunak","2026-04-29 16:59:41","2026-04-29 16:59:41"
"443","21","Selasa","6","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:00:18","2026-04-29 17:00:18"
"444","21","Selasa","7","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:00:18","2026-04-29 17:00:18"
"445","21","Selasa","8","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:00:18","2026-04-29 17:00:18"
"446","21","Selasa","9","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:00:18","2026-04-29 17:00:18"
"447","21","Rabu","1","4","Mengajar Algoritma dan Pemrograman","2026-04-29 17:01:55","2026-04-29 17:01:55"
"448","21","Rabu","2","4","Mengajar Algoritma dan Pemrograman","2026-04-29 17:01:55","2026-04-29 17:01:55"
"449","21","Rabu","3","4","Mengajar Algoritma dan Pemrograman","2026-04-29 17:01:55","2026-04-29 17:01:55"
"450","21","Rabu","4","4","Mengajar Algoritma dan Pemrograman","2026-04-29 17:01:55","2026-04-29 17:01:55"
"451","21","Rabu","5","4","Mengajar Algoritma dan Pemrograman","2026-04-29 17:01:55","2026-04-29 17:01:55"
"452","21","Kamis","6","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:02:37","2026-04-29 17:02:37"
"453","21","Kamis","7","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:02:37","2026-04-29 17:02:37"
"454","21","Kamis","8","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:02:37","2026-04-29 17:02:37"
"455","21","Kamis","9","9","Mengajar Proyek Aplikasi Lanjut","2026-04-29 17:02:37","2026-04-29 17:02:37"
"456","21","Jumat","1",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.05","2026-04-29 17:03:12","2026-04-29 17:03:12"
"457","21","Jumat","2",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.05","2026-04-29 17:03:12","2026-04-29 17:03:12"
"458","21","Jumat","3",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.05","2026-04-29 17:03:12","2026-04-29 17:03:12"
"459","21","Jumat","4",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.05","2026-04-29 17:03:12","2026-04-29 17:03:12"
"460","21","Jumat","8",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.04","2026-04-29 17:03:47","2026-04-29 17:03:47"
"461","21","Jumat","9",NULL,"Mengajar Metode dan Model Pengembangan Perangkat Lunak di G7.04","2026-04-29 17:03:47","2026-04-29 17:03:47"
"462","22","Senin","1","8","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:17","2026-04-29 20:10:17"
"463","22","Senin","2","8","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:17","2026-04-29 20:10:17"
"464","22","Senin","3","8","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:17","2026-04-29 20:10:17"
"465","22","Senin","4","8","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:17","2026-04-29 20:10:17"
"466","22","Senin","5","8","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:17","2026-04-29 20:10:17"
"467","22","Senin","6","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:40","2026-04-29 20:10:40"
"468","22","Senin","7","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:40","2026-04-29 20:10:40"
"469","22","Senin","8","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:40","2026-04-29 20:10:40"
"470","22","Senin","9","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:40","2026-04-29 20:10:40"
"471","22","Senin","10","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:10:40","2026-04-29 20:10:40"
"472","22","Rabu","1","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"473","22","Rabu","2","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"474","22","Rabu","3","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"475","22","Rabu","4","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"476","22","Rabu","5","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"477","22","Rabu","6","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"478","22","Rabu","7","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"479","22","Rabu","8","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"480","22","Rabu","9","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"481","22","Rabu","10","6","Mengajar Keamanan Komputer","2026-04-29 20:11:32","2026-04-29 20:11:32"
"482","22","Kamis","1","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"483","22","Kamis","2","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"484","22","Kamis","3","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"485","22","Kamis","4","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"486","22","Kamis","5","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"487","22","Kamis","6","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"488","22","Kamis","7","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"489","22","Kamis","8","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"490","22","Kamis","9","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"491","22","Kamis","10","6","Mengajar Praktikum Sistem Operasi","2026-04-29 20:12:14","2026-04-29 20:12:14"
"492","22","Jumat","6","7","Mengajar Cloud Computing","2026-04-29 20:13:05","2026-04-29 20:13:05"
"493","22","Jumat","7","7","Mengajar Cloud Computing","2026-04-29 20:13:05","2026-04-29 20:13:05"
"494","22","Jumat","8","7","Mengajar Cloud Computing","2026-04-29 20:13:05","2026-04-29 20:13:05"
"495","22","Jumat","9","7","Mengajar Cloud Computing","2026-04-29 20:13:05","2026-04-29 20:13:05"
"496","22","Jumat","10","7","Mengajar Cloud Computing","2026-04-29 20:13:05","2026-04-29 20:13:05"
"497","23","Senin","1",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"498","23","Senin","2",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"499","23","Senin","3",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"500","23","Senin","4",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"501","23","Senin","5",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"502","23","Senin","6",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"503","23","Senin","7",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"504","23","Senin","8",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"505","23","Senin","9",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"506","23","Senin","10",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:15:48","2026-04-29 20:15:48"
"507","23","Rabu","6",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:16:34","2026-04-29 20:16:34"
"508","23","Rabu","7",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:16:34","2026-04-29 20:16:34"
"509","23","Rabu","8",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:16:34","2026-04-29 20:16:34"
"510","23","Rabu","9",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:16:34","2026-04-29 20:16:34"
"511","23","Rabu","10",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:16:34","2026-04-29 20:16:34"
"512","23","Kamis","1",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"513","23","Kamis","2",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"514","23","Kamis","3",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"515","23","Kamis","4",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"516","23","Kamis","5",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"517","23","Kamis","6",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"518","23","Kamis","7",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"519","23","Kamis","8",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"520","23","Kamis","9",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"521","23","Kamis","10",NULL,"Mengajar Pengujian Perangkat Lunak di G7.07","2026-04-29 20:17:19","2026-04-29 20:17:19"
"522","23","Jumat","1",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:17:54","2026-04-29 20:17:54"
"523","23","Jumat","2",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:17:54","2026-04-29 20:17:54"
"524","23","Jumat","3",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:17:54","2026-04-29 20:17:54"
"525","23","Jumat","4",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:17:54","2026-04-29 20:17:54"
"526","23","Jumat","5",NULL,"Mengajar Pengujian Perangkat Lunak di G7.03","2026-04-29 20:17:54","2026-04-29 20:17:54"
"527","24","Senin","1",NULL,"Mengajar Desain komunikasi visual di G7.02","2026-04-29 20:18:56","2026-04-29 20:18:56"
"528","24","Senin","2",NULL,"Mengajar Desain komunikasi visual di G7.02","2026-04-29 20:18:56","2026-04-29 20:18:56"
"529","24","Senin","3",NULL,"Mengajar Desain komunikasi visual di G7.02","2026-04-29 20:18:56","2026-04-29 20:18:56"
"530","24","Senin","4",NULL,"Mengajar Desain komunikasi visual di G7.02","2026-04-29 20:18:56","2026-04-29 20:18:56"
"531","24","Senin","5",NULL,"Mengajar Desain komunikasi visual di G7.02","2026-04-29 20:18:56","2026-04-29 20:18:56"
"532","24","Selasa","3",NULL,"Mengajar Ide Kreatif & Kewirausahaan TRPL-3A G7.06","2026-04-29 20:19:40","2026-04-29 20:19:40"
"533","24","Selasa","4",NULL,"Mengajar Ide Kreatif & Kewirausahaan TRPL-3A G7.06","2026-04-29 20:19:40","2026-04-29 20:19:40"
"534","24","Selasa","6",NULL,"Mengajar Sistem Pendukung Keputusan di G7.07","2026-04-29 20:20:19","2026-04-29 20:20:19"
"535","24","Selasa","7",NULL,"Mengajar Sistem Pendukung Keputusan di G7.07","2026-04-29 20:20:19","2026-04-29 20:20:19"
"536","24","Selasa","8",NULL,"Mengajar Sistem Pendukung Keputusan di G7.07","2026-04-29 20:20:19","2026-04-29 20:20:19"
"537","24","Selasa","9",NULL,"Mengajar Sistem Pendukung Keputusan di G7.07","2026-04-29 20:20:19","2026-04-29 20:20:19"
"538","24","Selasa","10",NULL,"Mengajar Sistem Pendukung Keputusan di G7.07","2026-04-29 20:20:19","2026-04-29 20:20:19"
"539","24","Rabu","1",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"540","24","Rabu","2",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"541","24","Rabu","3",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"542","24","Rabu","4",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"543","24","Rabu","5",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"544","24","Rabu","6",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"545","24","Rabu","7",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"546","24","Rabu","8",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"547","24","Rabu","9",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"548","24","Rabu","10",NULL,"Mengajar Sistem Pendukung Keputusan di G7.02","2026-04-29 20:21:03","2026-04-29 20:21:03"
"549","24","Kamis","1",NULL,"Mengajar Sistem Pendukung Keputusan di G7.03","2026-04-29 20:21:42","2026-04-29 20:21:42"
"550","24","Kamis","2",NULL,"Mengajar Sistem Pendukung Keputusan di G7.03","2026-04-29 20:21:42","2026-04-29 20:21:42"
"551","24","Kamis","3",NULL,"Mengajar Sistem Pendukung Keputusan di G7.03","2026-04-29 20:21:42","2026-04-29 20:21:42"
"552","24","Kamis","4",NULL,"Mengajar Sistem Pendukung Keputusan di G7.03","2026-04-29 20:21:42","2026-04-29 20:21:42"
"553","24","Kamis","5",NULL,"Mengajar Sistem Pendukung Keputusan di G7.03","2026-04-29 20:21:42","2026-04-29 20:21:42"
"554","24","Jumat","6",NULL,"Mengajar Proyek Aplikasi Lanjut di G7.03","2026-04-29 20:22:15","2026-04-29 20:22:15"
"555","24","Jumat","7",NULL,"Mengajar Proyek Aplikasi Lanjut di G7.03","2026-04-29 20:22:15","2026-04-29 20:22:15"
"556","24","Jumat","8",NULL,"Mengajar Proyek Aplikasi Lanjut di G7.03","2026-04-29 20:22:15","2026-04-29 20:22:15"
